timestamp,moisture_value,moisture_percentage,ph_ph_value,ph_depth,ph_light,ph_temperature,npk_nitrogen,npk_phosphorus,npk_potassium,image_filename
2025-04-15 16:01:29,273,74,7.31,2.0,201.0,28.0,51,72,145,images/image_20250415-160129.jpg
2025-04-15 16:01:38,275,74,7.35,2.0,202.0,28.0,51,72,145,images/image_20250415-160138.jpg
2025-04-15 16:01:47,274,74,7.31,2.0,202.0,28.0,51,72,145,images/image_20250415-160147.jpg
2025-04-15 16:01:56,274,74,7.35,2.0,202.0,28.0,51,72,145,images/image_20250415-160156.jpg
2025-04-15 16:02:05,278,73,7.35,2.0,202.0,28.0,51,72,145,images/image_20250415-160205.jpg
2025-04-15 16:02:14,275,74,7.35,2.0,202.0,28.0,51,72,145,images/image_20250415-160214.jpg
2025-04-15 16:02:23,276,74,7.64,2.0,202.0,28.0,51,72,145,images/image_20250415-160223.jpg
2025-04-15 16:02:32,275,74,7.35,2.0,202.0,28.0,51,72,145,images/image_20250415-160232.jpg
2025-04-15 16:02:41,273,74,7.35,2.0,201.0,28.0,51,72,145,images/image_20250415-160241.jpg
2025-04-15 16:02:50,275,74,7.31,2.0,201.0,28.0,51,72,145,images/image_20250415-160250.jpg
2025-04-15 16:02:59,275,74,7.35,2.0,201.0,28.0,51,72,145,images/image_20250415-160259.jpg
2025-04-15 16:03:08,276,74,7.31,2.0,201.0,28.0,51,72,145,images/image_20250415-160308.jpg
2025-04-15 16:03:17,278,73,7.35,2.0,201.0,28.0,51,72,145,images/image_20250415-160317.jpg
2025-04-15 16:03:26,277,73,7.35,2.0,201.0,28.0,51,72,145,images/image_20250415-160326.jpg
2025-04-15 16:03:35,283,73,7.35,2.0,201.0,28.0,51,72,145,images/image_20250415-160335.jpg
2025-04-15 16:03:44,276,74,7.64,1.0,201.0,28.0,51,72,145,images/image_20250415-160344.jpg
2025-04-15 16:03:54,275,74,7.31,2.0,202.0,28.0,51,72,145,images/image_20250415-160354.jpg
2025-04-15 16:04:05,276,74,7.6,2.0,202.0,28.0,51,72,145,images/image_20250415-160405.jpg
2025-04-15 16:04:14,293,72,7.35,2.0,202.0,28.0,51,72,145,images/image_20250415-160414.jpg
2025-04-15 16:04:23,278,73,7.35,2.0,202.0,28.0,51,72,145,images/image_20250415-160423.jpg
2025-04-15 16:04:33,275,74,7.31,2.0,202.0,28.0,51,72,145,images/image_20250415-160433.jpg
2025-04-15 16:04:42,277,73,7.35,2.0,202.0,28.0,51,72,145,images/image_20250415-160442.jpg
2025-04-15 16:04:51,277,73,7.31,2.0,202.0,28.0,51,72,145,images/image_20250415-160451.jpg
2025-04-15 16:05:00,274,74,7.31,2.0,201.0,28.0,51,72,145,images/image_20250415-160500.jpg
2025-04-15 16:05:09,276,74,7.35,2.0,201.0,28.0,51,72,145,images/image_20250415-160509.jpg
2025-04-15 16:05:18,276,74,7.35,2.0,201.0,28.0,51,72,145,images/image_20250415-160518.jpg
2025-04-15 16:05:27,274,74,7.64,1.0,201.0,28.0,51,72,145,images/image_20250415-160527.jpg
2025-04-15 16:05:36,277,73,7.31,2.0,201.0,28.0,51,72,145,images/image_20250415-160536.jpg
2025-04-15 16:05:45,276,74,7.35,2.0,201.0,28.0,51,72,145,images/image_20250415-160545.jpg
2025-04-15 16:05:54,276,74,7.31,2.0,201.0,28.0,51,72,145,images/image_20250415-160554.jpg
2025-04-15 16:06:03,296,72,7.31,2.0,202.0,28.0,51,72,145,images/image_20250415-160603.jpg
2025-04-15 16:06:12,274,74,7.31,2.0,202.0,28.0,51,72,145,images/image_20250415-160612.jpg
2025-04-15 16:06:21,276,74,7.35,2.0,202.0,28.0,51,72,145,images/image_20250415-160621.jpg
2025-04-15 16:06:30,274,74,7.31,2.0,202.0,28.0,51,72,145,images/image_20250415-160630.jpg
2025-04-15 16:06:39,276,74,7.35,2.0,202.0,28.0,51,72,145,images/image_20250415-160639.jpg
2025-04-15 16:06:48,276,74,7.38,2.0,202.0,28.0,51,72,145,images/image_20250415-160648.jpg
2025-04-15 16:06:57,277,73,7.31,2.0,202.0,28.0,51,72,145,images/image_20250415-160657.jpg
2025-04-15 16:07:07,279,73,7.38,2.0,202.0,28.0,51,72,145,images/image_20250415-160707.jpg
2025-04-15 16:07:17,279,73,7.31,2.0,202.0,28.0,51,72,145,images/image_20250415-160717.jpg
2025-04-15 16:07:26,277,73,7.35,2.0,202.0,28.0,51,72,145,images/image_20250415-160726.jpg
2025-04-15 16:07:35,283,73,7.31,2.0,202.0,28.0,51,72,145,images/image_20250415-160735.jpg
2025-04-15 16:07:44,291,72,7.35,2.0,202.0,28.0,51,72,145,images/image_20250415-160744.jpg
2025-04-15 16:07:53,278,73,7.31,2.0,201.0,28.0,51,72,145,images/image_20250415-160753.jpg
2025-04-15 16:08:02,279,73,7.35,2.0,201.0,28.0,51,72,145,images/image_20250415-160802.jpg
2025-04-15 16:08:11,278,73,7.35,2.0,201.0,28.0,51,72,145,images/image_20250415-160811.jpg
2025-04-15 16:08:20,276,74,7.31,2.0,201.0,28.0,51,72,145,images/image_20250415-160820.jpg
2025-04-15 16:08:29,275,74,7.42,2.0,201.0,28.0,51,72,145,images/image_20250415-160829.jpg
2025-04-15 16:08:38,281,73,7.35,2.0,202.0,28.0,51,72,145,images/image_20250415-160838.jpg
2025-04-15 16:08:47,276,74,7.35,2.0,202.0,28.0,51,72,145,images/image_20250415-160847.jpg
2025-04-15 16:08:56,288,72,7.31,2.0,202.0,28.0,51,72,145,images/image_20250415-160856.jpg
2025-04-15 16:09:06,278,73,7.35,2.0,202.0,28.0,51,72,145,images/image_20250415-160906.jpg
2025-04-15 16:09:22,278,73,7.31,2.0,202.0,28.0,51,72,145,images/image_20250415-160922.jpg
2025-04-15 16:09:31,279,73,7.35,2.0,202.0,28.0,51,72,145,images/image_20250415-160931.jpg
2025-04-15 16:09:40,277,73,7.31,2.0,201.0,28.0,51,72,145,images/image_20250415-160940.jpg
2025-04-15 16:09:49,280,73,7.38,2.0,201.0,28.0,51,72,145,images/image_20250415-160949.jpg
2025-04-15 16:09:58,278,73,7.64,2.0,201.0,28.0,51,72,145,images/image_20250415-160958.jpg
2025-04-15 16:10:07,279,73,7.31,2.0,201.0,28.0,51,72,145,images/image_20250415-161007.jpg
2025-04-15 16:10:16,278,73,7.35,1.0,202.0,28.0,51,72,145,images/image_20250415-161016.jpg
2025-04-15 16:10:25,280,73,7.31,2.0,202.0,28.0,51,72,145,images/image_20250415-161025.jpg
2025-04-15 16:10:36,279,73,7.35,2.0,202.0,28.0,51,72,145,images/image_20250415-161036.jpg
2025-04-15 16:10:46,278,73,7.31,2.0,202.0,28.0,51,72,145,images/image_20250415-161046.jpg
2025-04-15 16:10:54,281,73,7.35,2.0,202.0,28.0,51,72,145,images/image_20250415-161054.jpg
2025-04-15 16:11:03,276,74,7.27,2.0,201.0,28.0,51,72,145,images/image_20250415-161103.jpg
2025-04-15 16:11:14,278,73,7.31,2.0,201.0,28.0,51,72,145,images/image_20250415-161114.jpg
2025-04-15 16:11:23,278,73,7.35,2.0,201.0,28.0,51,72,145,images/image_20250415-161123.jpg
2025-04-15 16:11:33,276,74,7.35,1.0,202.0,28.0,51,72,145,images/image_20250415-161133.jpg
2025-04-15 16:11:42,278,73,7.42,2.0,202.0,28.0,51,72,145,images/image_20250415-161142.jpg
2025-04-15 16:11:51,277,73,7.35,2.0,202.0,28.0,51,72,145,images/image_20250415-161151.jpg
2025-04-15 16:12:00,279,73,7.35,2.0,202.0,28.0,51,72,145,images/image_20250415-161200.jpg
2025-04-15 16:12:09,281,73,7.31,2.0,201.0,28.0,51,72,145,images/image_20250415-161209.jpg
2025-04-15 16:12:18,280,73,7.35,2.0,201.0,28.0,51,72,145,images/image_20250415-161218.jpg
2025-04-15 16:12:27,280,73,7.31,2.0,202.0,28.0,51,72,145,images/image_20250415-161227.jpg
2025-04-15 16:12:36,281,73,7.35,2.0,202.0,28.0,51,72,145,images/image_20250415-161236.jpg
2025-04-15 16:12:45,279,73,7.35,2.0,202.0,28.0,51,72,145,images/image_20250415-161245.jpg
2025-04-15 16:12:54,278,73,7.35,2.0,201.0,28.0,51,72,145,images/image_20250415-161254.jpg
2025-04-15 16:13:03,279,73,7.64,2.0,201.0,28.0,51,72,145,images/image_20250415-161303.jpg
2025-04-15 16:13:12,279,73,7.31,2.0,202.0,2.0,51,72,145,images/image_20250415-161312.jpg
2025-04-15 16:13:23,280,73,7.35,1.0,201.0,28.0,51,72,145,images/image_20250415-161323.jpg
2025-04-15 16:13:32,285,73,7.35,2.0,201.0,28.0,51,72,145,images/image_20250415-161332.jpg
2025-04-15 16:13:41,278,73,7.35,2.0,201.0,28.0,51,72,145,images/image_20250415-161341.jpg
2025-04-15 16:13:51,280,73,7.35,2.0,201.0,28.0,51,72,145,images/image_20250415-161351.jpg
2025-04-15 16:14:00,280,73,7.38,1.0,201.0,28.0,51,72,145,images/image_20250415-161400.jpg
2025-04-15 16:14:09,283,73,7.35,1.0,201.0,28.0,51,72,145,images/image_20250415-161409.jpg
2025-04-15 16:14:18,276,74,7.42,1.0,201.0,28.0,51,72,145,images/image_20250415-161418.jpg
2025-04-15 16:14:27,280,73,7.35,1.0,202.0,28.0,51,72,145,images/image_20250415-161427.jpg
2025-04-15 16:14:36,281,73,7.35,1.0,202.0,28.0,51,72,145,images/image_20250415-161436.jpg
2025-04-15 16:14:45,279,73,7.35,1.0,202.0,28.0,51,72,145,images/image_20250415-161445.jpg
2025-04-15 16:14:54,280,73,7.35,2.0,202.0,28.0,51,72,145,images/image_20250415-161454.jpg
2025-04-15 16:15:03,278,73,7.31,2.0,202.0,28.0,51,72,145,images/image_20250415-161503.jpg
2025-04-15 16:15:13,282,73,7.35,2.0,202.0,28.0,51,72,145,images/image_20250415-161513.jpg
2025-04-15 16:15:24,280,73,7.35,2.0,202.0,28.0,51,72,145,images/image_20250415-161524.jpg
2025-04-15 16:15:33,279,73,7.35,1.0,202.0,28.0,51,72,145,images/image_20250415-161533.jpg
2025-04-15 16:15:42,284,73,7.42,1.0,202.0,28.0,51,72,145,images/image_20250415-161542.jpg
2025-04-15 16:15:52,280,73,7.31,2.0,202.0,28.0,51,72,145,images/image_20250415-161552.jpg
2025-04-15 16:16:01,285,73,7.35,1.0,202.0,28.0,51,72,145,images/image_20250415-161601.jpg
2025-04-15 16:16:10,282,73,7.35,1.0,202.0,28.0,51,72,145,images/image_20250415-161610.jpg
2025-04-15 16:16:19,280,73,7.35,1.0,202.0,28.0,51,72,145,images/image_20250415-161619.jpg
2025-04-15 16:16:28,281,73,7.35,1.0,202.0,28.0,51,72,145,images/image_20250415-161628.jpg
2025-04-15 16:16:37,280,73,7.35,1.0,202.0,28.0,51,72,145,images/image_20250415-161637.jpg
2025-04-15 16:16:45,279,73,7.31,2.0,202.0,28.0,51,72,145,images/image_20250415-161645.jpg
2025-04-15 16:16:54,280,73,7.35,2.0,202.0,28.0,51,72,145,images/image_20250415-161654.jpg
2025-04-15 16:17:03,283,73,7.42,1.0,202.0,28.0,51,72,145,images/image_20250415-161703.jpg
